,Host,CID_Host,Guest,CID_Guest,pH,T,DeltaG,Erreur,K,logK,Reference,Original_Value,IsomericSMILES,IsomericSMILES_Host,TPSA,MolecularWeight,Complexity,Charge,HBondDonorCount,HBondAcceptorCount,HeavyAtomCount,MolLogP,AromaticProportion,TPSA_Host,MolecularWeight_Host,Complexity_Host,Charge_Host,HBondDonorCount_Host,HBondAcceptorCount_Host,HeavyAtomCount_Host,iso2vec-0,iso2vec-1,iso2vec-2,iso2vec-3,iso2vec-4,iso2vec-5,iso2vec-6,iso2vec-7,iso2vec-8,iso2vec-9,iso2vec-host-0,iso2vec-host-1,iso2vec-host-2,iso2vec-host-3,iso2vec-host-4,iso2vec-host-5,iso2vec-host-6,iso2vec-host-7,iso2vec-host-8,iso2vec-host-9
2414,alpha-cyclodextrin,444913,CC=CC=CC(=O)O,,7.0,298.0,-16.01,,640,6.46,"Mizera, M.; Muratov, E.N.; Alves, V.M.; Tropsha, A.; Cielecka-Piontek, J. Computer-Aided Discovery of New Solubility-Enhancing Drug Delivery System. Biomolecules 2020, 10, 913. https://doi.org/10.3390/biom10060913",logK,CC=CC=CC(=O)O,OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,37.3,112.12799999999999,122.49022499567306,0,1,1,8,1.2033,0.0,474.9000000000001,972.8460000000011,1233.4857443469036,0,18,30,66,0.6733483,-1.3216196,-0.3741636,1.449177,-0.13121775,-0.5940728,0.036058944,0.5290341,1.0917304,0.29441547,0.25891924,0.861645,0.30343208,-0.06228494,0.33509254,0.1537315,0.61333036,-0.28240612,-0.22697166,-0.049226433
2415,alpha-cyclodextrin,444913,O=C(O)C1(C(=O)O)CCC1,,7.0,298.0,-10.14,,60,4.09,"Mizera, M.; Muratov, E.N.; Alves, V.M.; Tropsha, A.; Cielecka-Piontek, J. Computer-Aided Discovery of New Solubility-Enhancing Drug Delivery System. Biomolecules 2020, 10, 913. https://doi.org/10.3390/biom10060913",logK,O=C(O)C1(C(=O)O)CCC1,OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,74.6,144.12599999999998,164.18683770125463,0,2,2,10,0.3258999999999998,0.0,474.9000000000001,972.8460000000011,1233.4857443469036,0,18,30,66,0.6522983,-0.48992833,-0.10127687,0.8842549,0.33685684,0.19519867,0.33407217,0.24353577,0.719933,-0.48681736,0.25891924,0.861645,0.30343208,-0.06228494,0.33509254,0.1537315,0.61333036,-0.28240612,-0.22697166,-0.049226433
2416,alpha-cyclodextrin,444913,O=C(O)CC(O)(CC(=O)O)C(=O)O,,7.0,298.0,-6.37,,13,2.57,"Mizera, M.; Muratov, E.N.; Alves, V.M.; Tropsha, A.; Cielecka-Piontek, J. Computer-Aided Discovery of New Solubility-Enhancing Drug Delivery System. Biomolecules 2020, 10, 913. https://doi.org/10.3390/biom10060913",logK,O=C(O)CC(O)(CC(=O)O)C(=O)O,OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,132.13,192.123,227.36732222044088,0,4,4,13,-1.2484999999999995,0.0,474.9000000000001,972.8460000000011,1233.4857443469036,0,18,30,66,1.0656137,-0.3161221,-0.035780698,0.8883381,0.32213888,0.043492533,0.7802969,0.32578975,0.9046902,-0.3996765,0.25891924,0.861645,0.30343208,-0.06228494,0.33509254,0.1537315,0.61333036,-0.28240612,-0.22697166,-0.049226433
2418,alpha-cyclodextrin,444913,CCCCN1C=CN=C1,,7.0,298.0,-12.76,,173,5.15,"Mizera, M.; Muratov, E.N.; Alves, V.M.; Tropsha, A.; Cielecka-Piontek, J. Computer-Aided Discovery of New Solubility-Enhancing Drug Delivery System. Biomolecules 2020, 10, 913. https://doi.org/10.3390/biom10060913",logK,CCCCN1C=CN=C1,OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,17.82,124.18699999999997,143.95957708432988,0,0,2,9,1.6832,0.5555555555555556,474.9000000000001,972.8460000000011,1233.4857443469036,0,18,30,66,-0.09695055,-0.19049004,-0.6178452,0.83899647,0.42653927,-0.4762222,0.30940405,0.92462987,0.8610853,0.061018214,0.25891924,0.861645,0.30343208,-0.06228494,0.33509254,0.1537315,0.61333036,-0.28240612,-0.22697166,-0.049226433
2420,alpha-cyclodextrin,444913,CC1CCCCC1,,7.0,298.0,-12.26,,141,4.95,"Mizera, M.; Muratov, E.N.; Alves, V.M.; Tropsha, A.; Cielecka-Piontek, J. Computer-Aided Discovery of New Solubility-Enhancing Drug Delivery System. Biomolecules 2020, 10, 913. https://doi.org/10.3390/biom10060913",logK,CC1CCCCC1,OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,0.0,98.18900000000001,42.0,0,0,0,7,2.5866000000000007,0.0,474.9000000000001,972.8460000000011,1233.4857443469036,0,18,30,66,-0.27717718,-0.03911426,-0.73423195,1.5036274,1.104839,-0.43424565,0.33630487,1.6293433,1.8799495,-0.10520343,0.25891924,0.861645,0.30343208,-0.06228494,0.33509254,0.1537315,0.61333036,-0.28240612,-0.22697166,-0.049226433
2422,alpha-cyclodextrin,444913,CCCCCCCO,,5.5,298.0,-16.85,,898,6.8,"Mizera, M.; Muratov, E.N.; Alves, V.M.; Tropsha, A.; Cielecka-Piontek, J. Computer-Aided Discovery of New Solubility-Enhancing Drug Delivery System. Biomolecules 2020, 10, 913. https://doi.org/10.3390/biom10060913",logK,CCCCCCCO,OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,20.23,116.204,29.368065554250645,0,1,1,8,1.9491,0.0,474.9000000000001,972.8460000000011,1233.4857443469036,0,18,30,66,-0.59036154,0.56906974,-1.038443,2.3614147,2.1184218,0.49241275,1.7250221,2.1616158,3.2761405,-0.21179764,0.25891924,0.861645,0.30343208,-0.06228494,0.33509254,0.1537315,0.61333036,-0.28240612,-0.22697166,-0.049226433
2423,alpha-cyclodextrin,444913,CCCCC[C@H](C)O,,6.9,298.0,-16.44,,763,6.64,"Mizera, M.; Muratov, E.N.; Alves, V.M.; Tropsha, A.; Cielecka-Piontek, J. Computer-Aided Discovery of New Solubility-Enhancing Drug Delivery System. Biomolecules 2020, 10, 913. https://doi.org/10.3390/biom10060913",logK,CCCCC[C@H](C)O,OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,20.23,116.20399999999998,41.65148445440323,0,1,1,8,1.9475000000000002,0.0,474.9000000000001,972.8460000000011,1233.4857443469036,0,18,30,66,-0.46539298,1.0570978,-0.51444846,0.6186858,1.1749192,0.48483,1.3355454,1.0343233,0.96070915,-0.13947476,0.25891924,0.861645,0.30343208,-0.06228494,0.33509254,0.1537315,0.61333036,-0.28240612,-0.22697166,-0.049226433
2424,alpha-cyclodextrin,444913,CCCCC[C@@H](C)O,,6.9,298.0,-16.43,,758,6.63,"Mizera, M.; Muratov, E.N.; Alves, V.M.; Tropsha, A.; Cielecka-Piontek, J. Computer-Aided Discovery of New Solubility-Enhancing Drug Delivery System. Biomolecules 2020, 10, 913. https://doi.org/10.3390/biom10060913",logK,CCCCC[C@@H](C)O,OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,20.23,116.20399999999998,41.65148445440323,0,1,1,8,1.9475000000000002,0.0,474.9000000000001,972.8460000000011,1233.4857443469036,0,18,30,66,-0.3812313,1.0228316,-0.49418572,0.7080068,1.1891979,0.4636251,1.2252417,0.94602585,0.86925477,-0.19193418,0.25891924,0.861645,0.30343208,-0.06228494,0.33509254,0.1537315,0.61333036,-0.28240612,-0.22697166,-0.049226433
2429,alpha-cyclodextrin,444913,N#CC1=CC=CC=C1,,7.0,298.0,-10.8,,78,4.36,"Mizera, M.; Muratov, E.N.; Alves, V.M.; Tropsha, A.; Cielecka-Piontek, J. Computer-Aided Discovery of New Solubility-Enhancing Drug Delivery System. Biomolecules 2020, 10, 913. https://doi.org/10.3390/biom10060913",logK,N#CC1=CC=CC=C1,OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,23.79,103.12399999999997,195.37685258695325,0,0,1,8,1.5582799999999999,0.75,474.9000000000001,972.8460000000011,1233.4857443469036,0,18,30,66,0.30469278,-2.0892355,-0.66345745,1.4891306,-0.6571647,-0.5573592,-0.93051755,-0.3653975,0.42504078,-0.23268276,0.25891924,0.861645,0.30343208,-0.06228494,0.33509254,0.1537315,0.61333036,-0.28240612,-0.22697166,-0.049226433
2431,alpha-cyclodextrin,444913,O=CC1=CC=C(O)C=C1,,7.0,298.0,-9.98,,56,4.03,"Mizera, M.; Muratov, E.N.; Alves, V.M.; Tropsha, A.; Cielecka-Piontek, J. Computer-Aided Discovery of New Solubility-Enhancing Drug Delivery System. Biomolecules 2020, 10, 913. https://doi.org/10.3390/biom10060913",logK,O=CC1=CC=C(O)C=C1,OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,37.3,122.12299999999996,200.66106510209755,0,1,2,9,1.2047,0.6666666666666666,474.9000000000001,972.8460000000011,1233.4857443469036,0,18,30,66,0.48575255,-1.8713146,-0.62731236,1.4811852,-0.60419357,-0.2637737,-0.5432617,0.12907548,0.5035217,-0.41778442,0.25891924,0.861645,0.30343208,-0.06228494,0.33509254,0.1537315,0.61333036,-0.28240612,-0.22697166,-0.049226433
2434,alpha-cyclodextrin,444913,ClCC1=CC=CC=C1,,7.0,298.0,-13.18,,204,5.32,"Mizera, M.; Muratov, E.N.; Alves, V.M.; Tropsha, A.; Cielecka-Piontek, J. Computer-Aided Discovery of New Solubility-Enhancing Drug Delivery System. Biomolecules 2020, 10, 913. https://doi.org/10.3390/biom10060913",logK,ClCC1=CC=CC=C1,OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,0.0,126.58599999999996,145.73281445033504,0,0,0,8,2.4254000000000007,0.75,474.9000000000001,972.8460000000011,1233.4857443469036,0,18,30,66,0.20599952,-1.9734488,-0.5310518,1.3390132,-0.5689993,-0.38570422,-0.8938437,0.026551126,0.4518507,-0.10248093,0.25891924,0.861645,0.30343208,-0.06228494,0.33509254,0.1537315,0.61333036,-0.28240612,-0.22697166,-0.049226433
2436,alpha-cyclodextrin,444913,NC1=CC=CC(C(=O)O)=C1,,7.0,298.0,-9.87,,54,3.98,"Mizera, M.; Muratov, E.N.; Alves, V.M.; Tropsha, A.; Cielecka-Piontek, J. Computer-Aided Discovery of New Solubility-Enhancing Drug Delivery System. Biomolecules 2020, 10, 913. https://doi.org/10.3390/biom10060913",logK,NC1=CC=CC(C(=O)O)=C1,OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,63.32000000000001,137.138,257.53794892648057,0,2,2,10,0.9670000000000001,0.6,474.9000000000001,972.8460000000011,1233.4857443469036,0,18,30,66,0.467874,-1.3063337,-0.4562971,1.1088579,-0.18723704,-0.29138204,-0.24620128,0.21474828,0.65524817,0.15698807,0.25891924,0.861645,0.30343208,-0.06228494,0.33509254,0.1537315,0.61333036,-0.28240612,-0.22697166,-0.049226433
2437,alpha-cyclodextrin,444913,COC1=CC=C([N+](=O)[O-])C=C1,,6.0,298.0,-14.25,,315,5.75,"Mizera, M.; Muratov, E.N.; Alves, V.M.; Tropsha, A.; Cielecka-Piontek, J. Computer-Aided Discovery of New Solubility-Enhancing Drug Delivery System. Biomolecules 2020, 10, 913. https://doi.org/10.3390/biom10060913",logK,COC1=CC=C([N+](=O)[O-])C=C1,OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,52.370000000000005,153.137,254.89312562732442,0,0,3,11,1.6033999999999997,0.5454545454545454,474.9000000000001,972.8460000000011,1233.4857443469036,0,18,30,66,0.58763367,-1.1484016,0.031413417,0.87446135,0.09915435,-0.29916722,-0.7916688,-0.14243738,0.34908903,0.032706477,0.25891924,0.861645,0.30343208,-0.06228494,0.33509254,0.1537315,0.61333036,-0.28240612,-0.22697166,-0.049226433
2443,alpha-cyclodextrin,444913,CC1=CC=C(S(=O)(=O)O)C=C1,,7.0,298.0,-6.98,,17,2.82,"Mizera, M.; Muratov, E.N.; Alves, V.M.; Tropsha, A.; Cielecka-Piontek, J. Computer-Aided Discovery of New Solubility-Enhancing Drug Delivery System. Biomolecules 2020, 10, 913. https://doi.org/10.3390/biom10060913",logK,CC1=CC=C(S(=O)(=O)O)C=C1,OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,54.370000000000005,172.205,336.4533650434956,0,1,2,11,1.2417200000000002,0.5454545454545454,474.9000000000001,972.8460000000011,1233.4857443469036,0,18,30,66,0.5900665,-1.0948017,-0.10999858,0.95940644,-0.02818137,-0.30876508,-0.3402357,0.43595916,0.66411585,0.08174402,0.25891924,0.861645,0.30343208,-0.06228494,0.33509254,0.1537315,0.61333036,-0.28240612,-0.22697166,-0.049226433
2444,alpha-cyclodextrin,444913,CNC1=CC=CC=C1,,7.0,298.0,-10.95,,83,4.42,"Mizera, M.; Muratov, E.N.; Alves, V.M.; Tropsha, A.; Cielecka-Piontek, J. Computer-Aided Discovery of New Solubility-Enhancing Drug Delivery System. Biomolecules 2020, 10, 913. https://doi.org/10.3390/biom10060913",logK,CNC1=CC=CC=C1,OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,12.03,107.15599999999998,145.73281445033504,0,1,1,8,1.7283,0.75,474.9000000000001,972.8460000000011,1233.4857443469036,0,18,30,66,0.19446597,-2.2621803,-0.48757333,1.2802432,-0.4889387,-0.53847533,-0.8763352,0.18873283,0.53205955,0.15264712,0.25891924,0.861645,0.30343208,-0.06228494,0.33509254,0.1537315,0.61333036,-0.28240612,-0.22697166,-0.049226433
2446,alpha-cyclodextrin,444913,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,7.0,298.0,-8.07,,26,3.26,"Mizera, M.; Muratov, E.N.; Alves, V.M.; Tropsha, A.; Cielecka-Piontek, J. Computer-Aided Discovery of New Solubility-Enhancing Drug Delivery System. Biomolecules 2020, 10, 913. https://doi.org/10.3390/biom10060913",logK,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,37.3,364.05699999999996,447.79518332887204,0,1,1,22,3.8098,0.0,474.9000000000001,972.8460000000011,1233.4857443469036,0,18,30,66,0.29344973,-0.17302552,0.048632592,-0.041337475,0.19532141,-0.0724612,0.10718859,0.11391702,0.24527021,-0.18273719,0.25891924,0.861645,0.30343208,-0.06228494,0.33509254,0.1537315,0.61333036,-0.28240612,-0.22697166,-0.049226433
2447,alpha-cyclodextrin,444913,CN(C)C1=CC=C([N+](=O)[O-])C=C1,,6.0,298.0,-17.52,,1180,7.07,"Mizera, M.; Muratov, E.N.; Alves, V.M.; Tropsha, A.; Cielecka-Piontek, J. Computer-Aided Discovery of New Solubility-Enhancing Drug Delivery System. Biomolecules 2020, 10, 913. https://doi.org/10.3390/biom10060913",logK,CN(C)C1=CC=C([N+](=O)[O-])C=C1,OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,46.379999999999995,166.17999999999998,279.6142639365964,0,0,3,12,1.6607999999999998,0.5,474.9000000000001,972.8460000000011,1233.4857443469036,0,18,30,66,0.45844617,-0.9615533,-0.17727022,0.6769498,0.3399356,-0.3309281,-0.5368742,0.25411558,0.41472176,0.09000306,0.25891924,0.861645,0.30343208,-0.06228494,0.33509254,0.1537315,0.61333036,-0.28240612,-0.22697166,-0.049226433
2448,alpha-cyclodextrin,444913,CCC1=CC=C(O)C=C1,,7.0,298.0,-12.15,,135,4.91,"Mizera, M.; Muratov, E.N.; Alves, V.M.; Tropsha, A.; Cielecka-Piontek, J. Computer-Aided Discovery of New Solubility-Enhancing Drug Delivery System. Biomolecules 2020, 10, 913. https://doi.org/10.3390/biom10060913",logK,CCC1=CC=C(O)C=C1,OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,20.23,122.16699999999996,176.26405299160075,0,1,1,9,1.9546,0.6666666666666666,474.9000000000001,972.8460000000011,1233.4857443469036,0,18,30,66,0.34061685,-1.6172494,-0.82368207,1.7974699,-0.38628498,-0.16573273,-0.30001196,0.42622223,0.7957599,-0.41863567,0.25891924,0.861645,0.30343208,-0.06228494,0.33509254,0.1537315,0.61333036,-0.28240612,-0.22697166,-0.049226433
2449,alpha-cyclodextrin,444913,CCC1=CC=CC(O)=C1,,7.0,298.0,-10.83,,79,4.37,"Mizera, M.; Muratov, E.N.; Alves, V.M.; Tropsha, A.; Cielecka-Piontek, J. Computer-Aided Discovery of New Solubility-Enhancing Drug Delivery System. Biomolecules 2020, 10, 913. https://doi.org/10.3390/biom10060913",logK,CCC1=CC=CC(O)=C1,OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,20.23,122.16699999999996,193.51405299160075,0,1,1,9,1.9546,0.6666666666666666,474.9000000000001,972.8460000000011,1233.4857443469036,0,18,30,66,0.23039165,-1.4976794,-0.9402405,1.8138326,-0.4149254,-0.278077,-0.39686692,0.29164648,0.6568774,-0.41207403,0.25891924,0.861645,0.30343208,-0.06228494,0.33509254,0.1537315,0.61333036,-0.28240612,-0.22697166,-0.049226433
2450,alpha-cyclodextrin,444913,CCOC1=CC=CC=C1,,7.0,298.0,-12.74,,171,5.14,"Mizera, M.; Muratov, E.N.; Alves, V.M.; Tropsha, A.; Cielecka-Piontek, J. Computer-Aided Discovery of New Solubility-Enhancing Drug Delivery System. Biomolecules 2020, 10, 913. https://doi.org/10.3390/biom10060913",logK,CCOC1=CC=CC=C1,OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,9.23,122.16699999999996,157.4784207656209,0,0,1,9,2.0853,0.6666666666666666,474.9000000000001,972.8460000000011,1233.4857443469036,0,18,30,66,0.3959029,-2.3130577,-0.34406894,1.5256582,-0.47436044,-0.5546151,-0.9532043,-0.08541103,0.54496646,-0.23860726,0.25891924,0.861645,0.30343208,-0.06228494,0.33509254,0.1537315,0.61333036,-0.28240612,-0.22697166,-0.049226433
2451,alpha-cyclodextrin,444913,CC1=CC(C)=CC(O)=C1,,7.0,298.0,-10.25,,63,4.14,"Mizera, M.; Muratov, E.N.; Alves, V.M.; Tropsha, A.; Cielecka-Piontek, J. Computer-Aided Discovery of New Solubility-Enhancing Drug Delivery System. Biomolecules 2020, 10, 913. https://doi.org/10.3390/biom10060913",logK,CC1=CC(C)=CC(O)=C1,OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,20.23,122.16699999999997,165.32984016148868,0,1,1,9,2.0090399999999997,0.6666666666666666,474.9000000000001,972.8460000000011,1233.4857443469036,0,18,30,66,0.24301651,-1.226531,-1.1485116,1.4697528,-0.4292521,-0.4828094,-0.2186753,0.35438445,0.38911542,-0.463425,0.25891924,0.861645,0.30343208,-0.06228494,0.33509254,0.1537315,0.61333036,-0.28240612,-0.22697166,-0.049226433
